Year,Sum of IndicatorValue,AggregationLabel,IndicatorName,Gender,Ethnicity,AgeGrp,IMD,Locality,Sum of LowerCI95,Sum of UpperCI95,ICB
2014,12.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q5,NULL,12.9,12.9,BSOL ICB
2014,15.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,NULL,NULL,15.7,15.7,BSOL ICB
2014,15.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q1,NULL,15.9,15.9,BSOL ICB
2014,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q2,NULL,13,13,BSOL ICB
2014,14.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q3,NULL,14.2,14.2,BSOL ICB
2014,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q4,NULL,12.1,12.1,BSOL ICB
2014,15.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,NULL,NULL,15.7,15.7,BSOL ICB
2014,15.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q1,NULL,15.5,15.5,BSOL ICB
2014,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q2,NULL,11.4,11.4,BSOL ICB
2014,12.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,NULL,NULL,12.2,12.2,BSOL ICB
2014,11.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q1,NULL,11.8,11.8,BSOL ICB
2014,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q2,NULL,12.5,12.5,BSOL ICB
2014,13.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q3,NULL,13.5,13.5,BSOL ICB
2014,13.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q4,NULL,13.1,13.1,BSOL ICB
2014,14.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q5,NULL,14.1,14.1,BSOL ICB
2014,11.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,NULL,NULL,11.9,11.9,BSOL ICB
2014,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q1,NULL,11.4,11.4,BSOL ICB
2014,9.87,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q2,NULL,9.87,9.87,BSOL ICB
2014,9.52,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q3,NULL,9.52,9.52,BSOL ICB
2014,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q4,NULL,12.8,12.8,BSOL ICB
2015,17.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,NULL,NULL,17.8,17.8,BSOL ICB
2015,18.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q1,NULL,18.3,18.3,BSOL ICB
2015,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,NULL,NULL,11.4,11.4,BSOL ICB
2015,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q1,NULL,11.7,11.7,BSOL ICB
2015,7.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q2,NULL,7.7,7.7,BSOL ICB
2015,5.41,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q3,NULL,5.41,5.41,BSOL ICB
2015,15.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,NULL,NULL,15.2,15.2,BSOL ICB
2015,15,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q1,NULL,15,15,BSOL ICB
2015,14.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q2,NULL,14.4,14.4,BSOL ICB
2015,12.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q3,NULL,12.6,12.6,BSOL ICB
2015,7.71,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q4,NULL,7.7,7.71,BSOL ICB
2015,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,NULL,NULL,13.2,13.2,BSOL ICB
2015,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q1,NULL,13.2,13.2,BSOL ICB
2015,12.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q2,NULL,12.6,12.6,BSOL ICB
2015,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q3,NULL,11.6,11.6,BSOL ICB
2015,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q4,NULL,12.1,12.1,BSOL ICB
2015,2.75,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q5,NULL,2.75,2.75,BSOL ICB
2015,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,NULL,NULL,11.2,11.2,BSOL ICB
2015,10.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q1,NULL,10.3,10.3,BSOL ICB
2015,9.56,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q2,NULL,9.56,9.57,BSOL ICB
2015,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,NULL,11.5,11.5,BSOL ICB
2015,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q1,NULL,11.3,11.3,BSOL ICB
2015,11.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q2,NULL,11.8,11.8,BSOL ICB
2015,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q3,NULL,12.5,12.5,BSOL ICB
2015,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q4,NULL,12.1,12.1,BSOL ICB
2015,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q5,NULL,13.2,13.2,BSOL ICB
2015,14.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,NULL,NULL,14.7,14.7,BSOL ICB
2015,14.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q1,NULL,14.9,14.9,BSOL ICB
2015,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q2,NULL,13,13,BSOL ICB
2015,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q3,NULL,13,13,BSOL ICB
2015,11,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q4,NULL,11,11,BSOL ICB
2015,14.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,NULL,NULL,14.3,14.3,BSOL ICB
2015,14.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q1,NULL,14.2,14.2,BSOL ICB
2015,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q2,NULL,11.4,11.4,BSOL ICB
2015,9.18,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q3,NULL,9.18,9.19,BSOL ICB
2015,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,NULL,NULL,11.7,11.7,BSOL ICB
2015,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q1,NULL,11.4,11.4,BSOL ICB
2015,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q2,NULL,12.1,12.1,BSOL ICB
2015,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q3,NULL,13,13,BSOL ICB
2015,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q4,NULL,12.5,12.5,BSOL ICB
2015,14,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q5,NULL,14,14,BSOL ICB
2015,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,NULL,NULL,11.4,11.4,BSOL ICB
2015,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q1,NULL,11.2,11.2,BSOL ICB
2015,9.71,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q2,NULL,9.71,9.71,BSOL ICB
2015,9.29,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q3,NULL,9.29,9.29,BSOL ICB
2015,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q4,NULL,12.8,12.8,BSOL ICB
2016,14.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,NULL,NULL,14.3,14.3,BSOL ICB
2016,14.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q1,NULL,14.2,14.2,BSOL ICB
2016,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,NULL,NULL,11.4,11.4,BSOL ICB
2016,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q1,NULL,11.3,11.3,BSOL ICB
2016,7.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q2,NULL,7.7,7.7,BSOL ICB
2016,5.41,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q3,NULL,5.41,5.41,BSOL ICB
2016,13.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,NULL,NULL,13.8,13.8,BSOL ICB
2016,13.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q1,NULL,13.6,13.6,BSOL ICB
2016,14.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q2,NULL,14.4,14.4,BSOL ICB
2016,9.33,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q3,NULL,9.32,9.33,BSOL ICB
2016,7.71,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q4,NULL,7.7,7.71,BSOL ICB
2016,12.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,NULL,NULL,12.4,12.4,BSOL ICB
2016,12.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q1,NULL,12.2,12.2,BSOL ICB
2016,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q2,NULL,12,12,BSOL ICB
2016,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q3,NULL,11.6,11.6,BSOL ICB
2016,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q4,NULL,12.5,12.5,BSOL ICB
2016,2.75,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q5,NULL,2.75,2.75,BSOL ICB
2016,10.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,NULL,NULL,10.7,10.7,BSOL ICB
2016,9.88,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q1,NULL,9.87,9.88,BSOL ICB
2016,8.22,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q2,NULL,8.22,8.22,BSOL ICB
2016,8.32,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q3,NULL,8.32,8.33,BSOL ICB
2016,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,NULL,11.4,11.4,BSOL ICB
2016,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q1,NULL,11.2,11.2,BSOL ICB
2016,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q2,NULL,11.7,11.7,BSOL ICB
2016,12.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q3,NULL,12.3,12.3,BSOL ICB
2016,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q4,NULL,12,12,BSOL ICB
2016,13.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q5,NULL,13.5,13.5,BSOL ICB
2016,14.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,NULL,NULL,14.9,14.9,BSOL ICB
2016,15.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q1,NULL,15.3,15.3,BSOL ICB
2016,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q2,NULL,12.1,12.1,BSOL ICB
2016,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q3,NULL,12,12,BSOL ICB
2016,9.91,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q4,NULL,9.91,9.91,BSOL ICB
2016,12.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,NULL,NULL,12.9,12.9,BSOL ICB
2016,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q1,NULL,12.8,12.8,BSOL ICB
2016,12.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q2,NULL,12.6,12.6,BSOL ICB
2016,8.73,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q3,NULL,8.73,8.74,BSOL ICB
2016,9.18,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q4,NULL,9.18,9.18,BSOL ICB
2016,11.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,NULL,NULL,11.5,11.5,BSOL ICB
2016,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q1,NULL,11.1,11.2,BSOL ICB
2016,11.9,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q2,NULL,11.9,11.9,BSOL ICB
2016,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q3,NULL,12.5,12.5,BSOL ICB
2016,12.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q4,NULL,12.3,12.3,BSOL ICB
2016,14,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q5,NULL,14,14,BSOL ICB
2016,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,NULL,NULL,11.2,11.2,BSOL ICB
2016,11,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q1,NULL,11,11,BSOL ICB
2016,9.44,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q2,NULL,9.44,9.44,BSOL ICB
2016,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q3,NULL,12.8,12.8,BSOL ICB
2016,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q4,NULL,11.1,11.1,BSOL ICB
2017,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,NULL,NULL,12.8,12.8,BSOL ICB
2017,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q1,NULL,13.2,13.2,BSOL ICB
2017,7.86,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q2,NULL,7.85,7.86,BSOL ICB
2017,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,NULL,NULL,11.2,11.2,BSOL ICB
2017,11.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q1,NULL,11.1,11.1,BSOL ICB
2017,7.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q2,NULL,7.7,7.7,BSOL ICB
2017,5.41,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,Q3,NULL,5.41,5.41,BSOL ICB
2017,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,NULL,NULL,13,13,BSOL ICB
2017,13,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q1,NULL,13,13,BSOL ICB
2017,12.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q2,NULL,12.8,12.8,BSOL ICB
2017,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q3,NULL,10.4,10.4,BSOL ICB
2017,8.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black Caribbean,65+ yrs,Q4,NULL,8.59,8.6,BSOL ICB
2017,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,NULL,NULL,12,12,BSOL ICB
2017,11.8,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q1,NULL,11.8,11.8,BSOL ICB
2017,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q2,NULL,12,12,BSOL ICB
2017,12.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q3,NULL,12.3,12.3,BSOL ICB
2017,12.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q4,NULL,12.5,12.5,BSOL ICB
2017,2.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Indian,65+ yrs,Q5,NULL,2.6,2.6,BSOL ICB
2017,10.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,NULL,NULL,10.4,10.4,BSOL ICB
2017,9.74,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q1,NULL,9.74,9.74,BSOL ICB
2017,8.22,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q2,NULL,8.22,8.22,BSOL ICB
2017,8.32,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Mixed,65+ yrs,Q3,NULL,8.32,8.33,BSOL ICB
2017,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,NULL,NULL,11.3,11.3,BSOL ICB
2017,11,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q1,NULL,11,11,BSOL ICB
2017,11.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q2,NULL,11.6,11.6,BSOL ICB
2017,12.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q3,NULL,12.2,12.2,BSOL ICB
2017,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q4,NULL,12,12,BSOL ICB
2017,13.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,NULL,65+ yrs,Q5,NULL,13.2,13.2,BSOL ICB
2017,13.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,NULL,NULL,13.5,13.5,BSOL ICB
2017,13.5,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q1,NULL,13.5,13.5,BSOL ICB
2017,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q2,NULL,11.7,11.7,BSOL ICB
2017,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q3,NULL,12,12,BSOL ICB
2017,9.91,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Other,65+ yrs,Q4,NULL,9.91,9.91,BSOL ICB
2017,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,NULL,NULL,12.1,12.1,BSOL ICB
2017,12.1,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q1,NULL,12.1,12.1,BSOL ICB
2017,12,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q2,NULL,12,12,BSOL ICB
2017,11,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q3,NULL,11,11,BSOL ICB
2017,6.38,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Pakistani,65+ yrs,Q4,NULL,6.38,6.38,BSOL ICB
2017,11.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,NULL,NULL,11.3,11.3,BSOL ICB
2017,11,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q1,NULL,11,11,BSOL ICB
2017,11.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q2,NULL,11.7,11.7,BSOL ICB
2017,12.3,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q3,NULL,12.3,12.3,BSOL ICB
2017,12.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q4,NULL,12.2,12.2,BSOL ICB
2017,13.7,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White British,65+ yrs,Q5,NULL,13.7,13.7,BSOL ICB
2017,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,NULL,NULL,11.1,11.2,BSOL ICB
2017,11.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q1,NULL,11.2,11.3,BSOL ICB
2017,9.75,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q2,NULL,9.74,9.75,BSOL ICB
2017,12.2,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q3,NULL,12.2,12.2,BSOL ICB
2017,8.66,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,White other,65+ yrs,Q4,NULL,8.66,8.66,BSOL ICB
2018,12.6,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,NULL,NULL,12.6,12.7,BSOL ICB
2018,12.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q1,NULL,12.4,12.4,BSOL ICB
2018,7.86,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Bangladeshi,65+ yrs,Q2,NULL,7.85,7.86,BSOL ICB
2018,11.4,Birmingham,Cancer & Aging: Healthy life expectancy (female),Female,Black African,65+ yrs,NULL,NULL,11.3,11.4,BSOL ICB
